name,time,application,num_replicas,batch_size,duration,num_task
inference-ncf-32,522,infer-ncf-1,1,1,8.0,4826
inference-bert-33,544,infer-bert-1,1,1,9.0,1514
inference-cifar10-34,548,infer-cifar10-1,1,1,7.0,6105
inference-bert-35,606,infer-bert-1,1,1,1.0,1216
inference-yolov3-36,609,infer-yolov3-1,1,1,8.0,1096
inference-cifar10-37,636,infer-cifar10-1,1,1,9.0,722
inference-bert-38,670,infer-bert-1,1,1,9.0,3047
inference-cifar10-39,674,infer-cifar10-1,1,1,8.0,3899
inference-deepspeech2-40,679,infer-deepspeech2-1,1,1,4.0,259
inference-ncf-41,706,infer-ncf-1,1,1,3.0,4692
inference-deepspeech2-42,709,infer-deepspeech2-1,1,1,5.0,402
inference-bert-43,735,infer-bert-1,1,1,2.0,1112
inference-ncf-44,742,infer-ncf-1,1,1,8.0,2091
inference-yolov3-45,754,infer-yolov3-1,1,1,5.0,1264
inference-bert-46,754,infer-bert-1,1,1,7.0,2667
inference-cifar10-47,755,infer-cifar10-1,1,1,7.0,4024
inference-yolov3-48,759,infer-yolov3-1,1,1,9.0,3286
inference-cifar10-49,773,infer-cifar10-1,1,1,4.0,9877
inference-ncf-50,826,infer-ncf-1,1,1,3.0,2435
inference-imagenet-51,829,infer-imagenet-1,1,1,7.0,3780
ncf-5,839,ncf,1,32768,4.0,-1
inference-yolov3-52,857,infer-yolov3-1,1,1,2.0,3654
inference-yolov3-53,898,infer-yolov3-1,1,1,6.0,1840
inference-imagenet-54,910,infer-imagenet-1,1,1,7.0,8517
inference-bert-55,926,infer-bert-1,1,1,5.0,3599
inference-yolov3-56,935,infer-yolov3-1,1,1,1.0,4868
inference-cifar10-57,940,infer-cifar10-1,1,1,5.0,8000
inference-bert-58,944,infer-bert-1,1,1,9.0,2012
inference-deepspeech2-59,956,infer-deepspeech2-1,1,1,7.0,507
inference-imagenet-60,976,infer-imagenet-1,1,1,8.0,1553
inference-bert-61,976,infer-bert-1,1,1,8.0,1997
inference-bert-62,989,infer-bert-1,1,1,6.0,1012
inference-cifar10-63,1000,infer-cifar10-1,1,1,2.0,3971
inference-cifar10-64,1026,infer-cifar10-1,1,1,5.0,6435
inference-imagenet-65,1042,infer-imagenet-1,1,1,5.0,9023
inference-imagenet-66,1055,infer-imagenet-1,1,1,7.0,9125
inference-deepspeech2-67,1068,infer-deepspeech2-1,1,1,5.0,126
inference-bert-68,1072,infer-bert-1,1,1,2.0,3912
inference-yolov3-69,1082,infer-yolov3-1,1,1,1.0,3580
inference-imagenet-70,1092,infer-imagenet-1,1,1,4.0,441
inference-bert-71,1112,infer-bert-1,1,1,2.0,4295
ncf-6,1131,ncf,1,32768,4.0,-1
inference-imagenet-72,1131,infer-imagenet-1,1,1,1.0,7344
inference-cifar10-73,1140,infer-cifar10-1,1,1,6.0,5397
inference-imagenet-74,1147,infer-imagenet-1,1,1,9.0,7413
inference-ncf-75,1193,infer-ncf-1,1,1,9.0,404
inference-ncf-76,1197,infer-ncf-1,1,1,1.0,4797
inference-bert-77,1204,infer-bert-1,1,1,6.0,3333
inference-ncf-78,1221,infer-ncf-1,1,1,7.0,1997
inference-cifar10-79,1265,infer-cifar10-1,1,1,5.0,9796
ncf-7,1282,ncf,1,32768,4.0,-1
inference-bert-80,1296,infer-bert-1,1,1,2.0,906
inference-cifar10-81,1308,infer-cifar10-1,1,1,8.0,1662
cifar10-8,1332,cifar10,12,4096,4.0,-1
inference-bert-82,1347,infer-bert-1,1,1,3.0,4283
inference-deepspeech2-83,1348,infer-deepspeech2-1,1,1,2.0,839
inference-bert-84,1352,infer-bert-1,1,1,5.0,4880
inference-imagenet-85,1354,infer-imagenet-1,1,1,3.0,2313
inference-deepspeech2-86,1363,infer-deepspeech2-1,1,1,7.0,767
inference-cifar10-87,1369,infer-cifar10-1,1,1,9.0,6590
inference-deepspeech2-88,1373,infer-deepspeech2-1,1,1,1.0,726
inference-deepspeech2-89,1383,infer-deepspeech2-1,1,1,4.0,963
inference-cifar10-90,1409,infer-cifar10-1,1,1,4.0,2606
inference-bert-91,1438,infer-bert-1,1,1,6.0,4827
inference-bert-92,1452,infer-bert-1,1,1,2.0,547
ncf-9,1453,ncf,1,32768,4.0,-1
inference-bert-93,1461,infer-bert-1,1,1,1.0,3547
inference-imagenet-95,1469,infer-imagenet-1,1,1,4.0,4503
inference-deepspeech2-94,1469,infer-deepspeech2-1,1,1,1.0,354
inference-bert-96,1488,infer-bert-1,1,1,7.0,2714
inference-yolov3-97,1489,infer-yolov3-1,1,1,8.0,4844
cifar10-10,1496,cifar10,6,2048,4.0,-1
inference-imagenet-98,1502,infer-imagenet-1,1,1,8.0,5876
inference-imagenet-99,1519,infer-imagenet-1,1,1,4.0,4503
inference-cifar10-100,1520,infer-cifar10-1,1,1,3.0,8916
inference-deepspeech2-101,1572,infer-deepspeech2-1,1,1,6.0,330
imagenet-11,1604,imagenet,32,6400,4.0,-1
cifar10-12,1611,cifar10,8,2048,4.0,-1
inference-deepspeech2-102,1626,infer-deepspeech2-1,1,1,8.0,405
inference-ncf-103,1630,infer-ncf-1,1,1,2.0,3890
inference-ncf-104,1656,infer-ncf-1,1,1,7.0,1278
inference-deepspeech2-105,1662,infer-deepspeech2-1,1,1,6.0,912
inference-deepspeech2-106,1665,infer-deepspeech2-1,1,1,5.0,373
inference-cifar10-107,1688,infer-cifar10-1,1,1,6.0,7715
inference-imagenet-108,1700,infer-imagenet-1,1,1,2.0,8
inference-imagenet-109,1709,infer-imagenet-1,1,1,5.0,9342
inference-ncf-110,1709,infer-ncf-1,1,1,8.0,3873
inference-imagenet-111,1709,infer-imagenet-1,1,1,2.0,9279
inference-bert-112,1712,infer-bert-1,1,1,3.0,1654
cifar10-13,1740,cifar10,12,4096,4.0,-1
cifar10-14,1778,cifar10,16,4096,4.0,-1
inference-deepspeech2-113,1826,infer-deepspeech2-1,1,1,6.0,581
inference-bert-114,1849,infer-bert-1,1,1,7.0,4315
inference-imagenet-115,1884,infer-imagenet-1,1,1,3.0,4747
inference-yolov3-116,1893,infer-yolov3-1,1,1,3.0,1087
inference-imagenet-117,1919,infer-imagenet-1,1,1,3.0,4866
cifar10-15,1932,cifar10,16,4096,4.0,-1
inference-deepspeech2-118,1977,infer-deepspeech2-1,1,1,4.0,241
inference-cifar10-119,1978,infer-cifar10-1,1,1,8.0,8733
inference-ncf-120,1998,infer-ncf-1,1,1,3.0,3407
inference-ncf-121,2007,infer-ncf-1,1,1,2.0,1399
inference-bert-122,2011,infer-bert-1,1,1,2.0,4862
inference-yolov3-123,2017,infer-yolov3-1,1,1,7.0,1675
inference-imagenet-124,2040,infer-imagenet-1,1,1,7.0,7545
inference-cifar10-125,2055,infer-cifar10-1,1,1,8.0,9873
inference-cifar10-126,2075,infer-cifar10-1,1,1,4.0,178
inference-bert-127,2100,infer-bert-1,1,1,7.0,1206
inference-ncf-128,2104,infer-ncf-1,1,1,1.0,360
inference-cifar10-129,2116,infer-cifar10-1,1,1,1.0,4718
inference-deepspeech2-130,2161,infer-deepspeech2-1,1,1,9.0,963
inference-cifar10-131,2173,infer-cifar10-1,1,1,1.0,5397
inference-bert-132,2186,infer-bert-1,1,1,2.0,4851
inference-ncf-133,2216,infer-ncf-1,1,1,1.0,4459
inference-deepspeech2-134,2218,infer-deepspeech2-1,1,1,2.0,726
inference-yolov3-135,2220,infer-yolov3-1,1,1,4.0,1716
inference-deepspeech2-136,2227,infer-deepspeech2-1,1,1,8.0,686
inference-yolov3-137,2241,infer-yolov3-1,1,1,1.0,2630
inference-ncf-138,2268,infer-ncf-1,1,1,9.0,1395
inference-deepspeech2-139,2277,infer-deepspeech2-1,1,1,4.0,222
inference-ncf-140,2281,infer-ncf-1,1,1,2.0,1937
inference-imagenet-141,2300,infer-imagenet-1,1,1,6.0,4488
ncf-16,2308,ncf,1,32768,4.0,-1
inference-bert-142,2315,infer-bert-1,1,1,9.0,2667
inference-yolov3-143,2328,infer-yolov3-1,1,1,8.0,4494
inference-imagenet-144,2337,infer-imagenet-1,1,1,5.0,9984
inference-cifar10-145,2339,infer-cifar10-1,1,1,8.0,8127
cifar10-17,2354,cifar10,12,4096,4.0,-1
inference-bert-146,2370,infer-bert-1,1,1,4.0,2291
inference-yolov3-147,2406,infer-yolov3-1,1,1,7.0,1104
ncf-18,2420,ncf,1,32768,4.0,-1
inference-deepspeech2-148,2430,infer-deepspeech2-1,1,1,2.0,177
inference-yolov3-149,2594,infer-yolov3-1,1,1,7.0,1003
inference-deepspeech2-150,2612,infer-deepspeech2-1,1,1,5.0,846
ncf-19,2615,ncf,1,32768,4.0,-1
inference-cifar10-151,2617,infer-cifar10-1,1,1,1.0,7495
inference-bert-152,2619,infer-bert-1,1,1,2.0,2555
inference-ncf-153,2624,infer-ncf-1,1,1,4.0,1272
inference-ncf-154,2648,infer-ncf-1,1,1,6.0,192
inference-imagenet-155,2649,infer-imagenet-1,1,1,8.0,4022
inference-ncf-156,2676,infer-ncf-1,1,1,5.0,639
inference-deepspeech2-157,2678,infer-deepspeech2-1,1,1,4.0,584
inference-yolov3-158,2688,infer-yolov3-1,1,1,1.0,124
inference-imagenet-159,2693,infer-imagenet-1,1,1,1.0,8517
inference-imagenet-160,2751,infer-imagenet-1,1,1,7.0,1493
inference-cifar10-161,2771,infer-cifar10-1,1,1,9.0,7658
inference-imagenet-162,2788,infer-imagenet-1,1,1,9.0,4876
inference-imagenet-163,2797,infer-imagenet-1,1,1,8.0,1616
inference-yolov3-164,2804,infer-yolov3-1,1,1,6.0,3050
inference-yolov3-165,2831,infer-yolov3-1,1,1,9.0,3867
inference-imagenet-166,2835,infer-imagenet-1,1,1,7.0,9780
inference-deepspeech2-167,2836,infer-deepspeech2-1,1,1,2.0,176
inference-bert-168,2854,infer-bert-1,1,1,2.0,303
ncf-20,2862,ncf,1,32768,4.0,-1
inference-bert-169,2891,infer-bert-1,1,1,7.0,351
inference-imagenet-170,2900,infer-imagenet-1,1,1,8.0,6571
inference-cifar10-171,2931,infer-cifar10-1,1,1,8.0,5123
inference-bert-173,2935,infer-bert-1,1,1,1.0,3821
inference-cifar10-172,2935,infer-cifar10-1,1,1,9.0,4951
inference-cifar10-174,2937,infer-cifar10-1,1,1,6.0,3422
inference-deepspeech2-175,2979,infer-deepspeech2-1,1,1,8.0,98
inference-ncf-176,3013,infer-ncf-1,1,1,1.0,1395
inference-deepspeech2-177,3024,infer-deepspeech2-1,1,1,3.0,701
inference-cifar10-178,3034,infer-cifar10-1,1,1,1.0,8956
inference-deepspeech2-179,3037,infer-deepspeech2-1,1,1,8.0,160
inference-imagenet-180,3043,infer-imagenet-1,1,1,3.0,7413
inference-imagenet-181,3078,infer-imagenet-1,1,1,4.0,2341
inference-deepspeech2-182,3121,infer-deepspeech2-1,1,1,7.0,381
inference-ncf-183,3126,infer-ncf-1,1,1,8.0,2950
inference-yolov3-184,3135,infer-yolov3-1,1,1,7.0,4494
inference-yolov3-185,3204,infer-yolov3-1,1,1,7.0,4368
inference-ncf-186,3222,infer-ncf-1,1,1,5.0,501
inference-imagenet-187,3225,infer-imagenet-1,1,1,2.0,9330
inference-yolov3-188,3255,infer-yolov3-1,1,1,2.0,124
inference-yolov3-189,3265,infer-yolov3-1,1,1,1.0,4494
inference-yolov3-190,3278,infer-yolov3-1,1,1,4.0,2581
inference-yolov3-191,3280,infer-yolov3-1,1,1,4.0,2103
inference-cifar10-192,3285,infer-cifar10-1,1,1,5.0,7962
inference-deepspeech2-193,3297,infer-deepspeech2-1,1,1,6.0,360
inference-ncf-194,3299,infer-ncf-1,1,1,6.0,715
inference-deepspeech2-195,3320,infer-deepspeech2-1,1,1,7.0,98
inference-imagenet-196,3322,infer-imagenet-1,1,1,6.0,7009
inference-cifar10-197,3330,infer-cifar10-1,1,1,9.0,3521
inference-imagenet-198,3332,infer-imagenet-1,1,1,7.0,5926
inference-ncf-199,3334,infer-ncf-1,1,1,9.0,500
inference-bert-200,3350,infer-bert-1,1,1,3.0,2221
inference-ncf-202,3376,infer-ncf-1,1,1,1.0,3032
inference-deepspeech2-201,3376,infer-deepspeech2-1,1,1,5.0,846
inference-imagenet-203,3391,infer-imagenet-1,1,1,1.0,5926
inference-deepspeech2-204,3405,infer-deepspeech2-1,1,1,3.0,977
inference-ncf-205,3409,infer-ncf-1,1,1,4.0,2357
inference-bert-206,3417,infer-bert-1,1,1,9.0,4835
inference-cifar10-207,3433,infer-cifar10-1,1,1,7.0,7823
inference-deepspeech2-208,3445,infer-deepspeech2-1,1,1,2.0,405
ncf-21,3488,ncf,1,32768,4.0,-1
inference-cifar10-209,3497,infer-cifar10-1,1,1,1.0,2735
inference-ncf-210,3500,infer-ncf-1,1,1,2.0,3353
inference-ncf-211,3512,infer-ncf-1,1,1,6.0,2668
inference-deepspeech2-212,3555,infer-deepspeech2-1,1,1,9.0,959
inference-yolov3-213,3561,infer-yolov3-1,1,1,8.0,1096
inference-bert-214,3575,infer-bert-1,1,1,8.0,1072
inference-bert-215,3585,infer-bert-1,1,1,2.0,1507
inference-imagenet-216,3603,infer-imagenet-1,1,1,4.0,8359
inference-yolov3-217,3608,infer-yolov3-1,1,1,4.0,1096
inference-cifar10-218,3610,infer-cifar10-1,1,1,1.0,4754
inference-ncf-219,3643,infer-ncf-1,1,1,8.0,2420
inference-cifar10-220,3675,infer-cifar10-1,1,1,5.0,8434
inference-yolov3-221,3682,infer-yolov3-1,1,1,3.0,4505
inference-yolov3-222,3683,infer-yolov3-1,1,1,1.0,2157
inference-ncf-223,3683,infer-ncf-1,1,1,1.0,640
inference-imagenet-224,3690,infer-imagenet-1,1,1,5.0,9803
inference-cifar10-225,3715,infer-cifar10-1,1,1,9.0,8355
inference-yolov3-226,3718,infer-yolov3-1,1,1,8.0,3050
inference-yolov3-227,3728,infer-yolov3-1,1,1,2.0,1635
inference-cifar10-228,3759,infer-cifar10-1,1,1,1.0,9448
inference-cifar10-229,3776,infer-cifar10-1,1,1,1.0,8733
inference-deepspeech2-230,3809,infer-deepspeech2-1,1,1,1.0,405
inference-ncf-231,3839,infer-ncf-1,1,1,7.0,202
inference-yolov3-232,3909,infer-yolov3-1,1,1,2.0,4165
deepspeech2-22,3917,deepspeech2,12,640,4.0,-1
inference-bert-233,3922,infer-bert-1,1,1,3.0,4918
inference-bert-234,3924,infer-bert-1,1,1,3.0,1035
inference-bert-235,3930,infer-bert-1,1,1,8.0,1112
inference-bert-236,3947,infer-bert-1,1,1,9.0,4295
inference-bert-237,3968,infer-bert-1,1,1,8.0,4851
inference-imagenet-238,3996,infer-imagenet-1,1,1,6.0,3278
inference-deepspeech2-239,4032,infer-deepspeech2-1,1,1,3.0,259
inference-ncf-240,4041,infer-ncf-1,1,1,5.0,3122
inference-cifar10-241,4044,infer-cifar10-1,1,1,2.0,9122
inference-cifar10-242,4078,infer-cifar10-1,1,1,1.0,7761
inference-bert-243,4079,infer-bert-1,1,1,8.0,731
inference-bert-244,4108,infer-bert-1,1,1,4.0,1788
inference-cifar10-245,4120,infer-cifar10-1,1,1,3.0,2483
inference-ncf-246,4132,infer-ncf-1,1,1,3.0,431
inference-deepspeech2-247,4159,infer-deepspeech2-1,1,1,4.0,294
inference-bert-248,4167,infer-bert-1,1,1,4.0,1788
inference-cifar10-249,4172,infer-cifar10-1,1,1,3.0,9796
inference-ncf-250,4181,infer-ncf-1,1,1,7.0,501
inference-imagenet-251,4182,infer-imagenet-1,1,1,6.0,7984
inference-ncf-252,4185,infer-ncf-1,1,1,9.0,1558
inference-imagenet-253,4198,infer-imagenet-1,1,1,6.0,8273
inference-ncf-254,4199,infer-ncf-1,1,1,6.0,625
inference-imagenet-255,4222,infer-imagenet-1,1,1,2.0,1956
inference-ncf-256,4243,infer-ncf-1,1,1,5.0,4692
inference-ncf-257,4269,infer-ncf-1,1,1,1.0,1278
ncf-23,4277,ncf,1,32768,4.0,-1
inference-bert-258,4302,infer-bert-1,1,1,1.0,3547
inference-deepspeech2-259,4314,infer-deepspeech2-1,1,1,4.0,731
cifar10-24,4326,cifar10,8,2048,4.0,-1
inference-cifar10-260,4331,infer-cifar10-1,1,1,6.0,8833
inference-cifar10-261,4372,infer-cifar10-1,1,1,6.0,6098
inference-ncf-262,4396,infer-ncf-1,1,1,4.0,3488
cifar10-25,4407,cifar10,12,4096,4.0,-1
inference-yolov3-263,4442,infer-yolov3-1,1,1,3.0,2858
inference-deepspeech2-264,4444,infer-deepspeech2-1,1,1,6.0,701
inference-ncf-265,4501,infer-ncf-1,1,1,8.0,4791
inference-ncf-266,4517,infer-ncf-1,1,1,4.0,2860
inference-ncf-267,4522,infer-ncf-1,1,1,1.0,1367
inference-ncf-268,4523,infer-ncf-1,1,1,7.0,2107
inference-imagenet-269,4539,infer-imagenet-1,1,1,2.0,1493
inference-ncf-270,4543,infer-ncf-1,1,1,3.0,2540
inference-imagenet-271,4548,infer-imagenet-1,1,1,9.0,8462
inference-ncf-272,4586,infer-ncf-1,1,1,2.0,715
inference-bert-273,4622,infer-bert-1,1,1,8.0,477
inference-cifar10-274,4628,infer-cifar10-1,1,1,6.0,2063
inference-deepspeech2-275,4643,infer-deepspeech2-1,1,1,7.0,330
inference-imagenet-276,4653,infer-imagenet-1,1,1,7.0,8089
inference-ncf-277,4675,infer-ncf-1,1,1,3.0,4655
inference-ncf-278,4712,infer-ncf-1,1,1,3.0,539
inference-imagenet-279,4714,infer-imagenet-1,1,1,5.0,8089
inference-yolov3-280,4742,infer-yolov3-1,1,1,2.0,1626
inference-imagenet-281,4754,infer-imagenet-1,1,1,4.0,5362
ncf-26,4757,ncf,1,32768,4.0,-1
inference-cifar10-282,4818,infer-cifar10-1,1,1,2.0,1889
inference-bert-283,4829,infer-bert-1,1,1,4.0,4939
inference-imagenet-284,4871,infer-imagenet-1,1,1,2.0,9303
inference-ncf-285,4871,infer-ncf-1,1,1,6.0,3488
inference-ncf-286,4872,infer-ncf-1,1,1,2.0,1843
inference-imagenet-287,4881,infer-imagenet-1,1,1,8.0,8024
inference-imagenet-288,4893,infer-imagenet-1,1,1,3.0,8846
inference-bert-289,4905,infer-bert-1,1,1,5.0,951
inference-cifar10-290,4923,infer-cifar10-1,1,1,8.0,4951
inference-deepspeech2-291,4930,infer-deepspeech2-1,1,1,5.0,333
inference-cifar10-292,4934,infer-cifar10-1,1,1,2.0,8956
inference-ncf-293,4951,infer-ncf-1,1,1,9.0,1843
inference-yolov3-294,4977,infer-yolov3-1,1,1,5.0,467
inference-ncf-295,4988,infer-ncf-1,1,1,6.0,1399
inference-imagenet-296,4988,infer-imagenet-1,1,1,1.0,9903
inference-ncf-297,4993,infer-ncf-1,1,1,6.0,2982
inference-imagenet-298,5021,infer-imagenet-1,1,1,7.0,3595
inference-deepspeech2-299,5038,infer-deepspeech2-1,1,1,3.0,402
inference-deepspeech2-300,5092,infer-deepspeech2-1,1,1,9.0,113
inference-ncf-301,5094,infer-ncf-1,1,1,9.0,4301
inference-deepspeech2-302,5101,infer-deepspeech2-1,1,1,7.0,585
inference-yolov3-303,5107,infer-yolov3-1,1,1,9.0,954
inference-deepspeech2-304,5131,infer-deepspeech2-1,1,1,3.0,568
inference-cifar10-305,5134,infer-cifar10-1,1,1,7.0,1468
inference-yolov3-306,5145,infer-yolov3-1,1,1,7.0,1096
inference-bert-307,5168,infer-bert-1,1,1,8.0,664
inference-deepspeech2-308,5168,infer-deepspeech2-1,1,1,6.0,176
inference-yolov3-309,5197,infer-yolov3-1,1,1,2.0,4188
inference-imagenet-310,5222,infer-imagenet-1,1,1,3.0,8089
inference-bert-311,5255,infer-bert-1,1,1,6.0,3821
inference-bert-312,5259,infer-bert-1,1,1,8.0,1654
inference-deepspeech2-313,5267,infer-deepspeech2-1,1,1,4.0,921
inference-deepspeech2-314,5298,infer-deepspeech2-1,1,1,2.0,461
inference-imagenet-315,5359,infer-imagenet-1,1,1,3.0,7430
inference-imagenet-316,5360,infer-imagenet-1,1,1,4.0,9330
inference-imagenet-317,5362,infer-imagenet-1,1,1,2.0,7545
inference-ncf-318,5369,infer-ncf-1,1,1,1.0,2860
inference-deepspeech2-319,5370,infer-deepspeech2-1,1,1,2.0,126
inference-ncf-320,5391,infer-ncf-1,1,1,5.0,3342
inference-yolov3-321,5397,infer-yolov3-1,1,1,9.0,3867
inference-bert-322,5412,infer-bert-1,1,1,4.0,3333
inference-cifar10-323,5427,infer-cifar10-1,1,1,8.0,809
inference-ncf-324,5428,infer-ncf-1,1,1,9.0,4564
inference-yolov3-325,5447,infer-yolov3-1,1,1,8.0,4974
inference-cifar10-326,5534,infer-cifar10-1,1,1,8.0,8127
inference-deepspeech2-327,5565,infer-deepspeech2-1,1,1,1.0,381
inference-bert-328,5619,infer-bert-1,1,1,9.0,4514
inference-yolov3-329,5626,infer-yolov3-1,1,1,1.0,395
inference-yolov3-330,5632,infer-yolov3-1,1,1,3.0,1003
inference-ncf-331,5639,infer-ncf-1,1,1,5.0,1937
inference-deepspeech2-332,5677,infer-deepspeech2-1,1,1,3.0,728
inference-ncf-333,5720,infer-ncf-1,1,1,1.0,1843
inference-yolov3-334,5737,infer-yolov3-1,1,1,4.0,3954
inference-cifar10-335,5784,infer-cifar10-1,1,1,2.0,6238
inference-yolov3-336,5803,infer-yolov3-1,1,1,8.0,2103
bert-27,5813,bert,12,384,4.0,-1
inference-imagenet-337,5835,infer-imagenet-1,1,1,5.0,3595
cifar10-28,5841,cifar10,8,2048,4.0,-1
inference-ncf-338,5851,infer-ncf-1,1,1,5.0,1973
inference-imagenet-339,5877,infer-imagenet-1,1,1,9.0,1804
ncf-29,5880,ncf,1,32768,4.0,-1
inference-imagenet-341,5881,infer-imagenet-1,1,1,2.0,4171
inference-ncf-340,5881,infer-ncf-1,1,1,1.0,2016
inference-imagenet-342,5902,infer-imagenet-1,1,1,8.0,441
inference-ncf-343,5906,infer-ncf-1,1,1,8.0,418
inference-yolov3-344,5918,infer-yolov3-1,1,1,7.0,2063
inference-cifar10-345,5921,infer-cifar10-1,1,1,5.0,8956
inference-yolov3-346,5955,infer-yolov3-1,1,1,7.0,4868
inference-imagenet-347,5989,infer-imagenet-1,1,1,6.0,9742
inference-deepspeech2-348,5995,infer-deepspeech2-1,1,1,1.0,226
inference-ncf-349,6007,infer-ncf-1,1,1,2.0,3890
inference-deepspeech2-350,6025,infer-deepspeech2-1,1,1,6.0,227
inference-deepspeech2-351,6063,infer-deepspeech2-1,1,1,9.0,103
inference-imagenet-352,6067,infer-imagenet-1,1,1,3.0,8769
inference-ncf-353,6069,infer-ncf-1,1,1,9.0,2668
inference-cifar10-354,6070,infer-cifar10-1,1,1,1.0,8438
inference-imagenet-355,6072,infer-imagenet-1,1,1,6.0,2384
inference-imagenet-356,6103,infer-imagenet-1,1,1,3.0,8956
ncf-30,6103,ncf,1,32768,4.0,-1
inference-ncf-357,6105,infer-ncf-1,1,1,5.0,1395
inference-imagenet-358,6121,infer-imagenet-1,1,1,5.0,8954
inference-ncf-359,6148,infer-ncf-1,1,1,5.0,4023
inference-yolov3-360,6157,infer-yolov3-1,1,1,8.0,3805
inference-imagenet-361,6163,infer-imagenet-1,1,1,7.0,4080
inference-cifar10-362,6198,infer-cifar10-1,1,1,8.0,7962
inference-deepspeech2-363,6220,infer-deepspeech2-1,1,1,3.0,739
inference-deepspeech2-364,6222,infer-deepspeech2-1,1,1,3.0,565
inference-ncf-365,6232,infer-ncf-1,1,1,9.0,202
inference-yolov3-366,6234,infer-yolov3-1,1,1,6.0,4750
inference-cifar10-367,6244,infer-cifar10-1,1,1,1.0,7715
inference-cifar10-368,6318,infer-cifar10-1,1,1,7.0,1011
inference-deepspeech2-369,6328,infer-deepspeech2-1,1,1,8.0,413
inference-yolov3-370,6342,infer-yolov3-1,1,1,9.0,3805
inference-deepspeech2-371,6345,infer-deepspeech2-1,1,1,9.0,565
yolov3-31,6357,yolov3,4,64,4.0,-1
inference-cifar10-372,6378,infer-cifar10-1,1,1,6.0,963
inference-ncf-373,6385,infer-ncf-1,1,1,4.0,4826
inference-ncf-374,6390,infer-ncf-1,1,1,7.0,2982
inference-bert-375,6413,infer-bert-1,1,1,5.0,1654
inference-cifar10-376,6465,infer-cifar10-1,1,1,1.0,3172
inference-ncf-377,6466,infer-ncf-1,1,1,1.0,3488
ncf-32,6487,ncf,1,32768,4.0,-1
inference-imagenet-378,6507,infer-imagenet-1,1,1,5.0,787
inference-cifar10-379,6511,infer-cifar10-1,1,1,6.0,7950
inference-bert-380,6537,infer-bert-1,1,1,6.0,4830
inference-cifar10-381,6538,infer-cifar10-1,1,1,6.0,8438
inference-ncf-382,6561,infer-ncf-1,1,1,7.0,3666
inference-deepspeech2-383,6582,infer-deepspeech2-1,1,1,8.0,726
inference-ncf-384,6589,infer-ncf-1,1,1,5.0,1706
inference-bert-385,6623,infer-bert-1,1,1,9.0,3047
inference-ncf-387,6642,infer-ncf-1,1,1,2.0,2000
inference-deepspeech2-388,6642,infer-deepspeech2-1,1,1,3.0,568
inference-ncf-386,6642,infer-ncf-1,1,1,6.0,404
inference-bert-389,6643,infer-bert-1,1,1,1.0,1012
inference-ncf-390,6668,infer-ncf-1,1,1,5.0,4355
inference-imagenet-391,6676,infer-imagenet-1,1,1,6.0,454
inference-cifar10-392,6683,infer-cifar10-1,1,1,6.0,4231
inference-deepspeech2-393,6700,infer-deepspeech2-1,1,1,7.0,912
cifar10-33,6701,cifar10,12,4096,4.0,-1
